Pt.	Date	Time	RT/s	R/Omiga	
	581	2018_02_13	18_28_53	5800	107.62759
	582	2018_02_13	18_29_03	5810	107.62791
	583	2018_02_13	18_29_13	5820	107.62764
	584	2018_02_13	18_29_23	5830	107.6277
	585	2018_02_13	18_29_33	5840	107.62735
	586	2018_02_13	18_29_43	5850	107.62738
	587	2018_02_13	18_29_53	5860	107.62738
	588	2018_02_13	18_30_03	5870	107.62697
	589	2018_02_13	18_30_13	5880	107.62735
	590	2018_02_13	18_30_23	5890	107.6275
	591	2018_02_13	18_30_33	5900	107.62756
	592	2018_02_13	18_30_43	5910	107.62741
	593	2018_02_13	18_30_53	5920	107.62753
	594	2018_02_13	18_31_03	5930	107.627
	595	2018_02_13	18_31_13	5940	107.62688
	596	2018_02_13	18_31_23	5950	107.62697
	597	2018_02_13	18_31_33	5960	107.62761
	598	2018_02_13	18_31_43	5970	107.6272
	599	2018_02_13	18_31_53	5980	107.62697
	600	2018_02_13	18_32_03	5990	107.62735
	601	2018_02_13	18_32_13	6000	107.62665
	602	2018_02_13	18_32_23	6010	107.62706
	603	2018_02_13	18_32_33	6020	107.62688
	604	2018_02_13	18_32_43	6030	107.62673
	605	2018_02_13	18_32_53	6040	107.62665
	606	2018_02_13	18_33_03	6050	107.62668
	607	2018_02_13	18_33_13	6060	107.62603
	608	2018_02_13	18_33_23	6070	107.627
	609	2018_02_13	18_33_33	6080	107.62659
	610	2018_02_13	18_33_43	6090	107.62676
	611	2018_02_13	18_33_53	6100	107.62665
	612	2018_02_13	18_34_03	6110	107.62618
	613	2018_02_13	18_34_13	6120	107.62621
	614	2018_02_13	18_34_23	6130	107.62603
	615	2018_02_13	18_34_33	6140	107.62623
	616	2018_02_13	18_34_43	6150	107.62623
	617	2018_02_13	18_34_53	6160	107.62644
	618	2018_02_13	18_35_03	6170	107.62594
	619	2018_02_13	18_35_13	6180	107.62662
	620	2018_02_13	18_35_23	6190	107.62653
	621	2018_02_13	18_35_33	6200	107.6267
	622	2018_02_13	18_35_43	6210	107.62659
	623	2018_02_13	18_35_53	6220	107.62656
	624	2018_02_13	18_36_03	6230	107.62656
	625	2018_02_13	18_36_13	6240	107.62659
	626	2018_02_13	18_36_23	6250	107.62717
	627	2018_02_13	18_36_33	6260	107.62673
	628	2018_02_13	18_36_43	6270	107.62662
	629	2018_02_13	18_36_53	6280	107.62626
	630	2018_02_13	18_37_03	6290	107.62697
	631	2018_02_13	18_37_13	6300	107.62685
	632	2018_02_13	18_37_23	6310	107.62691
	633	2018_02_13	18_37_33	6320	107.6267
	634	2018_02_13	18_37_43	6330	107.62729
	635	2018_02_13	18_37_53	6340	107.62694
	636	2018_02_13	18_38_03	6350	107.62729
	637	2018_02_13	18_38_13	6360	107.62761
	638	2018_02_13	18_38_23	6370	107.62759
	639	2018_02_13	18_38_33	6380	107.62759
	640	2018_02_13	18_38_43	6390	107.62756
	641	2018_02_13	18_38_53	6400	107.62764
	642	2018_02_13	18_39_03	6410	107.628
	643	2018_02_13	18_39_13	6420	107.62773
	644	2018_02_13	18_39_23	6430	107.62794
	645	2018_02_13	18_39_33	6440	107.62776
	646	2018_02_13	18_39_43	6450	107.62823
	647	2018_02_13	18_39_53	6460	107.6282
	648	2018_02_13	18_40_03	6470	107.62814
	649	2018_02_13	18_40_13	6480	107.62785
	650	2018_02_13	18_40_23	6490	107.62814
	651	2018_02_13	18_40_33	6500	107.62814
	652	2018_02_13	18_40_43	6510	107.62826
	653	2018_02_13	18_40_53	6520	107.62847
	654	2018_02_13	18_41_03	6530	107.62882
	655	2018_02_13	18_41_13	6540	107.6282
	656	2018_02_13	18_41_23	6550	107.6285
	657	2018_02_13	18_41_33	6560	107.62867
	658	2018_02_13	18_41_43	6570	107.62841
	659	2018_02_13	18_41_53	6580	107.62858
	660	2018_02_13	18_42_03	6590	107.62926
	661	2018_02_13	18_42_13	6600	107.62882
	662	2018_02_13	18_42_23	6610	107.62885
	663	2018_02_13	18_42_33	6620	107.62891
	664	2018_02_13	18_42_43	6630	107.62941
	665	2018_02_13	18_42_53	6640	107.629
	666	2018_02_13	18_43_03	6650	107.62944
	667	2018_02_13	18_43_13	6660	107.62999
	668	2018_02_13	18_43_23	6670	107.62885
	669	2018_02_13	18_43_33	6680	107.62999
	670	2018_02_13	18_43_43	6690	107.62985
	671	2018_02_13	18_43_53	6700	107.62935
	672	2018_02_13	18_44_03	6710	107.62932
	673	2018_02_13	18_44_13	6720	107.62941
	674	2018_02_13	18_44_23	6730	107.62976
	675	2018_02_13	18_44_33	6740	107.62961
	676	2018_02_13	18_44_43	6750	107.62991
	677	2018_02_13	18_44_53	6760	107.62988
	678	2018_02_13	18_45_03	6770	107.62908
	679	2018_02_13	18_45_13	6780	107.62941
	680	2018_02_13	18_45_23	6790	107.63014
	681	2018_02_13	18_45_33	6800	107.62985
	682	2018_02_13	18_45_43	6810	107.62955
	683	2018_02_13	18_45_53	6820	107.62979
	684	2018_02_13	18_46_03	6830	107.63026
	685	2018_02_13	18_46_13	6840	107.62991
	686	2018_02_13	18_46_23	6850	107.62988
	687	2018_02_13	18_46_33	6860	107.62967
	688	2018_02_13	18_46_43	6870	107.62988
	689	2018_02_13	18_46_53	6880	107.62958
	690	2018_02_13	18_47_03	6890	107.62993
	691	2018_02_13	18_47_13	6900	107.62947
	692	2018_02_13	18_47_23	6910	107.6297
	693	2018_02_13	18_47_33	6920	107.6297
	694	2018_02_13	18_47_43	6930	107.62961
	695	2018_02_13	18_47_53	6940	107.62923
	696	2018_02_13	18_48_03	6950	107.62926
	697	2018_02_13	18_48_13	6960	107.62958
	698	2018_02_13	18_48_23	6970	107.62964
	699	2018_02_13	18_48_33	6980	107.62923
	700	2018_02_13	18_48_43	6990	107.62914
	701	2018_02_13	18_48_53	7000	107.62958
	702	2018_02_13	18_49_03	7010	107.62964
	703	2018_02_13	18_49_13	7020	107.62964
	704	2018_02_13	18_49_23	7030	107.62949
	705	2018_02_13	18_49_33	7040	107.62952
	706	2018_02_13	18_49_43	7050	107.62938
	707	2018_02_13	18_49_53	7060	107.62941
	708	2018_02_13	18_50_03	7070	107.62923
	709	2018_02_13	18_50_13	7080	107.62929
	710	2018_02_13	18_50_23	7090	107.62911
	711	2018_02_13	18_50_33	7100	107.62894
	712	2018_02_13	18_50_43	7110	107.62926
	713	2018_02_13	18_50_53	7120	107.62923
	714	2018_02_13	18_51_03	7130	107.62917
	715	2018_02_13	18_51_13	7140	107.62973
	716	2018_02_13	18_51_23	7150	107.62932
	717	2018_02_13	18_51_33	7160	107.62932
	718	2018_02_13	18_51_43	7170	107.62894
	719	2018_02_13	18_51_53	7180	107.62949
	720	2018_02_13	18_52_03	7190	107.62952
	721	2018_02_13	18_52_13	7200	107.62935
	722	2018_02_13	18_52_23	7210	107.62949
	723	2018_02_13	18_52_33	7220	107.629
	724	2018_02_13	18_52_43	7230	107.62952
	725	2018_02_13	18_52_53	7240	107.62911
	726	2018_02_13	18_53_03	7250	107.62949
	727	2018_02_13	18_53_13	7260	107.62952
	728	2018_02_13	18_53_23	7270	107.62979
	729	2018_02_13	18_53_33	7280	107.62967
	730	2018_02_13	18_53_43	7290	107.62985
	731	2018_02_13	18_53_53	7300	107.62964
	732	2018_02_13	18_54_03	7310	107.62955
	733	2018_02_13	18_54_13	7320	107.62955
	734	2018_02_13	18_54_23	7330	107.63005
	735	2018_02_13	18_54_33	7340	107.63011
	736	2018_02_13	18_54_43	7350	107.63008
	737	2018_02_13	18_54_53	7360	107.63029
	738	2018_02_13	18_55_03	7370	107.63017
	739	2018_02_13	18_55_13	7380	107.63035
	740	2018_02_13	18_55_23	7390	107.63029
	741	2018_02_13	18_55_33	7400	107.63067
	742	2018_02_13	18_55_43	7410	107.63046
	743	2018_02_13	18_55_53	7420	107.6304
	744	2018_02_13	18_56_03	7430	107.6304
	745	2018_02_13	18_56_13	7440	107.63052
	746	2018_02_13	18_56_23	7450	107.63049
	747	2018_02_13	18_56_33	7460	107.63043
	748	2018_02_13	18_56_43	7470	107.63079
	749	2018_02_13	18_56_53	7480	107.63096
	750	2018_02_13	18_57_03	7490	107.63043
	751	2018_02_13	18_57_13	7500	107.63099
	752	2018_02_13	18_57_23	7510	107.63108
	753	2018_02_13	18_57_33	7520	107.63058
	754	2018_02_13	18_57_43	7530	107.63114
	755	2018_02_13	18_57_53	7540	107.63085
	756	2018_02_13	18_58_03	7550	107.63123
	757	2018_02_13	18_58_13	7560	107.63164
	758	2018_02_13	18_58_23	7570	107.63137
	759	2018_02_13	18_58_33	7580	107.63096
	760	2018_02_13	18_58_43	7590	107.63093
	761	2018_02_13	18_58_53	7600	107.63108
	762	2018_02_13	18_59_03	7610	107.6309
	763	2018_02_13	18_59_13	7620	107.63102
	764	2018_02_13	18_59_23	7630	107.63079
	765	2018_02_13	18_59_33	7640	107.63123
	766	2018_02_13	18_59_43	7650	107.63111
	767	2018_02_13	18_59_53	7660	107.63067
	768	2018_02_13	19_00_03	7670	107.63108
	769	2018_02_13	19_00_13	7680	107.63079
	770	2018_02_13	19_00_23	7690	107.63085
	771	2018_02_13	19_00_33	7700	107.63055
	772	2018_02_13	19_00_43	7710	107.63055
	773	2018_02_13	19_00_53	7720	107.63049
	774	2018_02_13	19_01_03	7730	107.63046
	775	2018_02_13	19_01_13	7740	107.63093
	776	2018_02_13	19_01_23	7750	107.6307
	777	2018_02_13	19_01_33	7760	107.63043
	778	2018_02_13	19_01_43	7770	107.63011
	779	2018_02_13	19_01_53	7780	107.63032
	780	2018_02_13	19_02_03	7790	107.63058
	781	2018_02_13	19_02_13	7800	107.63055
	782	2018_02_13	19_02_23	7810	107.6307
	783	2018_02_13	19_02_33	7820	107.63043
	784	2018_02_13	19_02_43	7830	107.63064
	785	2018_02_13	19_02_53	7840	107.63099
	786	2018_02_13	19_03_03	7850	107.63123
	787	2018_02_13	19_03_13	7860	107.63129
	788	2018_02_13	19_03_23	7870	107.63108
	789	2018_02_13	19_03_33	7880	107.6309
	790	2018_02_13	19_03_43	7890	107.63123
	791	2018_02_13	19_03_53	7900	107.63134
	792	2018_02_13	19_04_03	7910	107.63123
	793	2018_02_13	19_04_13	7920	107.63137
	794	2018_02_13	19_04_23	7930	107.63149
	795	2018_02_13	19_04_33	7940	107.6312
	796	2018_02_13	19_04_43	7950	107.63123
	797	2018_02_13	19_04_53	7960	107.63134
	798	2018_02_13	19_05_03	7970	107.63155
	799	2018_02_13	19_05_13	7980	107.63132
	800	2018_02_13	19_05_23	7990	107.63117
	801	2018_02_13	19_05_33	8000	107.63114
	802	2018_02_13	19_05_43	8010	107.63105
	803	2018_02_13	19_05_53	8020	107.63155
	804	2018_02_13	19_06_03	8030	107.63082
	805	2018_02_13	19_06_13	8040	107.63158
	806	2018_02_13	19_06_23	8050	107.63096
	807	2018_02_13	19_06_33	8060	107.63132
	808	2018_02_13	19_06_43	8070	107.63111
	809	2018_02_13	19_06_53	8080	107.63114
	810	2018_02_13	19_07_03	8090	107.63123
	811	2018_02_13	19_07_13	8100	107.63108
	812	2018_02_13	19_07_23	8110	107.63099
	813	2018_02_13	19_07_33	8120	107.63134
	814	2018_02_13	19_07_43	8130	107.63173
	815	2018_02_13	19_07_53	8140	107.63187
	816	2018_02_13	19_08_03	8150	107.63173
	817	2018_02_13	19_08_13	8160	107.63199
	818	2018_02_13	19_08_23	8170	107.63187
	819	2018_02_13	19_08_33	8180	107.63226
	820	2018_02_13	19_08_43	8190	107.63208
	821	2018_02_13	19_08_53	8200	107.63158
	822	2018_02_13	19_09_03	8210	107.6319
	823	2018_02_13	19_09_13	8220	107.63211
	824	2018_02_13	19_09_23	8230	107.63217
	825	2018_02_13	19_09_33	8240	107.63228
	826	2018_02_13	19_09_43	8250	107.63287
	827	2018_02_13	19_09_53	8260	107.63293
	828	2018_02_13	19_10_03	8270	107.63284
	829	2018_02_13	19_10_13	8280	107.63273
	830	2018_02_13	19_10_23	8290	107.6327
	831	2018_02_13	19_10_33	8300	107.63308
	832	2018_02_13	19_10_43	8310	107.63337
	833	2018_02_13	19_10_53	8320	107.6327
	834	2018_02_13	19_11_03	8330	107.63325
	835	2018_02_13	19_11_13	8340	107.63399
	836	2018_02_13	19_11_23	8350	107.63369
	837	2018_02_13	19_11_33	8360	107.63355
	838	2018_02_13	19_11_43	8370	107.63346
	839	2018_02_13	19_11_53	8380	107.63314
	840	2018_02_13	19_12_03	8390	107.63364
	841	2018_02_13	19_12_13	8400	107.63328
	842	2018_02_13	19_12_23	8410	107.6334
	843	2018_02_13	19_12_33	8420	107.63369
	844	2018_02_13	19_12_43	8430	107.63375
	845	2018_02_13	19_12_53	8440	107.63343
	846	2018_02_13	19_13_03	8450	107.63375
	847	2018_02_13	19_13_13	8460	107.6334
	848	2018_02_13	19_13_23	8470	107.63396
	849	2018_02_13	19_13_33	8480	107.63334
	850	2018_02_13	19_13_43	8490	107.63358
	851	2018_02_13	19_13_53	8500	107.63346
	852	2018_02_13	19_14_03	8510	107.63325
	853	2018_02_13	19_14_13	8520	107.63325
	854	2018_02_13	19_14_23	8530	107.63349
	855	2018_02_13	19_14_33	8540	107.63346
	856	2018_02_13	19_14_43	8550	107.63275
	857	2018_02_13	19_14_53	8560	107.63305
	858	2018_02_13	19_15_03	8570	107.63311
	859	2018_02_13	19_15_13	8580	107.63305
	860	2018_02_13	19_15_23	8590	107.6327
	861	2018_02_13	19_15_33	8600	107.63261
	862	2018_02_13	19_15_43	8610	107.63246
	863	2018_02_13	19_15_53	8620	107.63308
	864	2018_02_13	19_16_03	8630	107.63252
	865	2018_02_13	19_16_13	8640	107.63261
	866	2018_02_13	19_16_23	8650	107.63228
	867	2018_02_13	19_16_33	8660	107.63284
	868	2018_02_13	19_16_43	8670	107.63261
	869	2018_02_13	19_16_53	8680	107.6327
	870	2018_02_13	19_17_03	8690	107.63287
	871	2018_02_13	19_17_13	8700	107.63278
	872	2018_02_13	19_17_23	8710	107.63231
	873	2018_02_13	19_17_33	8720	107.6329
	874	2018_02_13	19_17_43	8730	107.63231
	875	2018_02_13	19_17_53	8740	107.63314
	876	2018_02_13	19_18_03	8750	107.63299
	877	2018_02_13	19_18_13	8760	107.63255
	878	2018_02_13	19_18_23	8770	107.63273
	879	2018_02_13	19_18_33	8780	107.63287
	880	2018_02_13	19_18_43	8790	107.63299
	881	2018_02_13	19_18_53	8800	107.63293
	882	2018_02_13	19_19_03	8810	107.63267
	883	2018_02_13	19_19_13	8820	107.6327
	884	2018_02_13	19_19_23	8830	107.63261
	885	2018_02_13	19_19_33	8840	107.63337
	886	2018_02_13	19_19_43	8850	107.63287
	887	2018_02_13	19_19_53	8860	107.6329
	888	2018_02_13	19_20_03	8870	107.63305
	889	2018_02_13	19_20_13	8880	107.63293
	890	2018_02_13	19_20_23	8890	107.63264
	891	2018_02_13	19_20_33	8900	107.63314
	892	2018_02_13	19_20_43	8910	107.63299
	893	2018_02_13	19_20_53	8920	107.63314
	894	2018_02_13	19_21_03	8930	107.63275
	895	2018_02_13	19_21_13	8940	107.63246
	896	2018_02_13	19_21_23	8950	107.63249
	897	2018_02_13	19_21_33	8960	107.63255
	898	2018_02_13	19_21_43	8970	107.63311
	899	2018_02_13	19_21_53	8980	107.63237
	900	2018_02_13	19_22_03	8990	107.6327
	901	2018_02_13	19_22_13	9000	107.63267
	902	2018_02_13	19_22_23	9010	107.63264
	903	2018_02_13	19_22_33	9020	107.63234
	904	2018_02_13	19_22_43	9030	107.63258
	905	2018_02_13	19_22_53	9040	107.63258
	906	2018_02_13	19_23_03	9050	107.63261
	907	2018_02_13	19_23_13	9060	107.63228
	908	2018_02_13	19_23_23	9070	107.6322
	909	2018_02_13	19_23_33	9080	107.6329
	910	2018_02_13	19_23_43	9090	107.63284
	911	2018_02_13	19_23_53	9100	107.63287
	912	2018_02_13	19_24_03	9110	107.63293
	913	2018_02_13	19_24_13	9120	107.63273
	914	2018_02_13	19_24_23	9130	107.63284
	915	2018_02_13	19_24_33	9140	107.63293
	916	2018_02_13	19_24_43	9150	107.63305
	917	2018_02_13	19_24_53	9160	107.63305
	918	2018_02_13	19_25_03	9170	107.63311
	919	2018_02_13	19_25_13	9180	107.63302
	920	2018_02_13	19_25_23	9190	107.63331
	921	2018_02_13	19_25_33	9200	107.63325
	922	2018_02_13	19_25_43	9210	107.63337
	923	2018_02_13	19_25_53	9220	107.63319
	924	2018_02_13	19_26_03	9230	107.63296
	925	2018_02_13	19_26_13	9240	107.63317
	926	2018_02_13	19_26_23	9250	107.63287
	927	2018_02_13	19_26_33	9260	107.63252
	928	2018_02_13	19_26_43	9270	107.63223
	929	2018_02_13	19_26_53	9280	107.63228
	930	2018_02_13	19_27_03	9290	107.63208
	931	2018_02_13	19_27_13	9300	107.63214
	932	2018_02_13	19_27_23	9310	107.63199
	933	2018_02_13	19_27_33	9320	107.63217
	934	2018_02_13	19_27_43	9330	107.63228
	935	2018_02_13	19_27_53	9340	107.63173
	936	2018_02_13	19_28_03	9350	107.63211
	937	2018_02_13	19_28_13	9360	107.63264
	938	2018_02_13	19_28_23	9370	107.6322
	939	2018_02_13	19_28_33	9380	107.63179
	940	2018_02_13	19_28_43	9390	107.63208
	941	2018_02_13	19_28_53	9400	107.63173
	942	2018_02_13	19_29_03	9410	107.63196
	943	2018_02_13	19_29_13	9420	107.63208
	944	2018_02_13	19_29_23	9430	107.63176
	945	2018_02_13	19_29_33	9440	107.63193
	946	2018_02_13	19_29_43	9450	107.63226
	947	2018_02_13	19_29_53	9460	107.6324
	948	2018_02_13	19_30_03	9470	107.63264
	949	2018_02_13	19_30_13	9480	107.63205
	950	2018_02_13	19_30_23	9490	107.6329
	951	2018_02_13	19_30_33	9500	107.63299
	952	2018_02_13	19_30_43	9510	107.63267
	953	2018_02_13	19_30_53	9520	107.63305
	954	2018_02_13	19_31_03	9530	107.63308
	955	2018_02_13	19_31_13	9540	107.63311
	956	2018_02_13	19_31_23	9550	107.63278
	957	2018_02_13	19_31_33	9560	107.63302
	958	2018_02_13	19_31_43	9570	107.63349
	959	2018_02_13	19_31_53	9580	107.63334
	960	2018_02_13	19_32_03	9590	107.63361
	961	2018_02_13	19_32_13	9600	107.6334
	962	2018_02_13	19_32_23	9610	107.63334
	963	2018_02_13	19_32_33	9620	107.63328
	964	2018_02_13	19_32_43	9630	107.63361
	965	2018_02_13	19_32_53	9640	107.63369
	966	2018_02_13	19_33_03	9650	107.63322
	967	2018_02_13	19_33_13	9660	107.63378
	968	2018_02_13	19_33_23	9670	107.63402
	969	2018_02_13	19_33_33	9680	107.63375
	970	2018_02_13	19_33_43	9690	107.63422
	971	2018_02_13	19_33_53	9700	107.63405
	972	2018_02_13	19_34_03	9710	107.63396
	973	2018_02_13	19_34_13	9720	107.63352
	974	2018_02_13	19_34_23	9730	107.63411
	975	2018_02_13	19_34_33	9740	107.63419
	976	2018_02_13	19_34_43	9750	107.63411
	977	2018_02_13	19_34_53	9760	107.63411
	978	2018_02_13	19_35_03	9770	107.63399
	979	2018_02_13	19_35_13	9780	107.63355
	980	2018_02_13	19_35_23	9790	107.63416
	981	2018_02_13	19_35_33	9800	107.63369
	982	2018_02_13	19_35_43	9810	107.63325
	983	2018_02_13	19_35_53	9820	107.63352
	984	2018_02_13	19_36_03	9830	107.63337
	985	2018_02_13	19_36_13	9840	107.63346
	986	2018_02_13	19_36_23	9850	107.63387
	987	2018_02_13	19_36_33	9860	107.63322
	988	2018_02_13	19_36_43	9870	107.63337
	989	2018_02_13	19_36_53	9880	107.6329
	990	2018_02_13	19_37_03	9890	107.63325
	991	2018_02_13	19_37_13	9900	107.63366
	992	2018_02_13	19_37_23	9910	107.63346
	993	2018_02_13	19_37_33	9920	107.63305
	994	2018_02_13	19_37_43	9930	107.63322
	995	2018_02_13	19_37_53	9940	107.63284
	996	2018_02_13	19_38_03	9950	107.63299
	997	2018_02_13	19_38_13	9960	107.63296
	998	2018_02_13	19_38_23	9970	107.63308
	999	2018_02_13	19_38_33	9980	107.63275
	1000	2018_02_13	19_38_43	9990	107.63299
	1001	2018_02_13	19_38_53	10000	107.63319
	1002	2018_02_13	19_39_03	10010	107.63366
	1003	2018_02_13	19_39_13	10020	107.63352
	1004	2018_02_13	19_39_23	10030	107.63314
	1005	2018_02_13	19_39_33	10040	107.63349
	1006	2018_02_13	19_39_43	10050	107.63381
	1007	2018_02_13	19_39_53	10060	107.63393
	1008	2018_02_13	19_40_03	10070	107.63396
	1009	2018_02_13	19_40_13	10080	107.63402
	1010	2018_02_13	19_40_23	10090	107.63405
	1011	2018_02_13	19_40_33	10100	107.63384
	1012	2018_02_13	19_40_43	10110	107.63434
	1013	2018_02_13	19_40_53	10120	107.6344
	1014	2018_02_13	19_41_03	10130	107.63487
	1015	2018_02_13	19_41_13	10140	107.63372
	1016	2018_02_13	19_41_23	10150	107.63402
	1017	2018_02_13	19_41_33	10160	107.63402
	1018	2018_02_13	19_41_43	10170	107.63402
	1019	2018_02_13	19_41_53	10180	107.63458
	1020	2018_02_13	19_42_03	10190	107.63419
	1021	2018_02_13	19_42_13	10200	107.63399
	1022	2018_02_13	19_42_23	10210	107.63422
	1023	2018_02_13	19_42_33	10220	107.63452
	1024	2018_02_13	19_42_43	10230	107.63443
	1025	2018_02_13	19_42_53	10240	107.63434
	1026	2018_02_13	19_43_03	10250	107.63434
	1027	2018_02_13	19_43_13	10260	107.63452
	1028	2018_02_13	19_43_23	10270	107.63463
	1029	2018_02_13	19_43_33	10280	107.6344
	1030	2018_02_13	19_43_43	10290	107.63437
	1031	2018_02_13	19_43_53	10300	107.63419
	1032	2018_02_13	19_44_03	10310	107.63431
	1033	2018_02_13	19_44_13	10320	107.63505
	1034	2018_02_13	19_44_23	10330	107.63449
	1035	2018_02_13	19_44_33	10340	107.63446
	1036	2018_02_13	19_44_43	10350	107.63472
	1037	2018_02_13	19_44_53	10360	107.63463
	1038	2018_02_13	19_45_03	10370	107.63463
	1039	2018_02_13	19_45_13	10380	107.63422
	1040	2018_02_13	19_45_23	10390	107.6344
	1041	2018_02_13	19_45_33	10400	107.63502
	1042	2018_02_13	19_45_43	10410	107.63481
	1043	2018_02_13	19_45_53	10420	107.63443
	1044	2018_02_13	19_46_03	10430	107.63455
	1045	2018_02_13	19_46_13	10440	107.63469
	1046	2018_02_13	19_46_23	10450	107.63516
	1047	2018_02_13	19_46_33	10460	107.63502
	1048	2018_02_13	19_46_43	10470	107.63475
	1049	2018_02_13	19_46_53	10480	107.6344
	1050	2018_02_13	19_47_03	10490	107.63416
	1051	2018_02_13	19_47_13	10500	107.6344
	1052	2018_02_13	19_47_23	10510	107.63507
	1053	2018_02_13	19_47_33	10520	107.63496
	1054	2018_02_13	19_47_43	10530	107.6351
	1055	2018_02_13	19_47_53	10540	107.6346
	1056	2018_02_13	19_48_03	10550	107.63437
	1057	2018_02_13	19_48_13	10560	107.6354
	1058	2018_02_13	19_48_23	10570	107.63493
	1059	2018_02_13	19_48_33	10580	107.63463
	1060	2018_02_13	19_48_43	10590	107.63484
	1061	2018_02_13	19_48_53	10600	107.63516
	1062	2018_02_13	19_49_03	10610	107.63534
	1063	2018_02_13	19_49_13	10620	107.63552
	1064	2018_02_13	19_49_23	10630	107.63566
	1065	2018_02_13	19_49_33	10640	107.63549
	1066	2018_02_13	19_49_43	10650	107.63557
	1067	2018_02_13	19_49_53	10660	107.63563
	1068	2018_02_13	19_50_03	10670	107.6361
	1069	2018_02_13	19_50_13	10680	107.63601
	1070	2018_02_13	19_50_23	10690	107.6356
	1071	2018_02_13	19_50_33	10700	107.63593
	1072	2018_02_13	19_50_43	10710	107.63593
	1073	2018_02_13	19_50_53	10720	107.63569
	1074	2018_02_13	19_51_03	10730	107.63619
	1075	2018_02_13	19_51_13	10740	107.63613
	1076	2018_02_13	19_51_23	10750	107.63593
	1077	2018_02_13	19_51_33	10760	107.6359
	1078	2018_02_13	19_51_43	10770	107.63587
	1079	2018_02_13	19_51_53	10780	107.63631
	1080	2018_02_13	19_52_03	10790	107.63593
	1081	2018_02_13	19_52_13	10800	107.63619
	1082	2018_02_13	19_52_23	10810	107.63607
	1083	2018_02_13	19_52_33	10820	107.63563
	1084	2018_02_13	19_52_43	10830	107.63587
	1085	2018_02_13	19_52_53	10840	107.63598
	1086	2018_02_13	19_53_03	10850	107.63549
	1087	2018_02_13	19_53_13	10860	107.63549
	1088	2018_02_13	19_53_23	10870	107.63543
	1089	2018_02_13	19_53_33	10880	107.63499
	1090	2018_02_13	19_53_43	10890	107.63513
	1091	2018_02_13	19_53_53	10900	107.63499
	1092	2018_02_13	19_54_03	10910	107.63484
	1093	2018_02_13	19_54_13	10920	107.63519
	1094	2018_02_13	19_54_23	10930	107.63487
	1095	2018_02_13	19_54_33	10940	107.6349
	1096	2018_02_13	19_54_43	10950	107.63437
	1097	2018_02_13	19_54_53	10960	107.63475
	1098	2018_02_13	19_55_03	10970	107.63425
	1099	2018_02_13	19_55_13	10980	107.63413
	1100	2018_02_13	19_55_23	10990	107.63411
	1101	2018_02_13	19_55_33	11000	107.63411
